transaction_id,customer_id,account_id,transaction_type,amount,currency,transaction_date,source_system
TXN5194,CRM1194,ACC1194,Payment,2622,INR,2024-09-12 00:00:00,CRM
TXN5847,CRM1847,ACC1847,Invoice,33486,INR,2024-04-05 00:00:00,CRM
TXN5167,CRM1167,ACC1167,Payment,23435,INR,2026-01-08 00:00:00,CRM
TXN5839,CRM1839,ACC1839,Invoice,48716,INR,2025-10-04 00:00:00,CRM
TXN5466,CRM1466,ACC1466,Credit,46028,INR,2026-02-08 00:00:00,CRM
TXN5830,CRM1830,ACC1830,Invoice,9365,INR,2025-11-09 00:00:00,CRM
TXN5236,CRM1236,ACC1236,Invoice,29301,INR,2024-09-17 00:00:00,CRM
TXN5841,CRM1841,ACC1841,Invoice,3823,INR,2024-10-10 00:00:00,CRM
TXN5086,CRM1086,ACC1086,Credit,35900,INR,2024-07-27 00:00:00,CRM
TXN5865,CRM1865,ACC1865,Credit,25868,INR,2025-02-05 00:00:00,CRM
TXN5274,CRM1274,ACC1274,Credit,19446,INR,2025-08-19 00:00:00,CRM
TXN5555,CRM1555,ACC1555,Refund,39081,INR,2024-11-19 00:00:00,CRM
TXN5104,CRM1104,ACC1104,Payment,9562,INR,2025-08-16 00:00:00,CRM
TXN5405,CRM1405,ACC1405,Payment,39788,INR,2024-02-27 00:00:00,CRM
TXN5698,CRM1698,ACC1698,Credit,7166,INR,2024-08-27 00:00:00,CRM
TXN5887,CRM1887,ACC1887,Refund,8198,INR,2024-03-31 00:00:00,CRM
TXN5920,CRM1920,ACC1920,Credit,31445,INR,2024-10-04 00:00:00,CRM
TXN5884,CRM1884,ACC1884,Credit,25202,INR,2024-06-20 00:00:00,CRM
TXN5031,CRM1031,ACC1031,Invoice,45195,INR,2024-04-12 00:00:00,CRM
TXN5263,CRM1263,ACC1263,Refund,45402,INR,2024-05-03 00:00:00,CRM
TXN5549,CRM1549,ACC1549,Payment,43090,INR,2024-09-06 00:00:00,CRM
TXN5335,CRM1335,ACC1335,Invoice,37254,INR,2024-12-12 00:00:00,CRM
TXN5296,CRM1296,ACC1296,Order,30075,INR,2024-12-30 00:00:00,CRM
TXN5738,CRM1738,ACC1738,Payment,40829,INR,2025-09-23 00:00:00,CRM
TXN5761,CRM1761,ACC1761,Payment,1224,INR,2024-03-15 00:00:00,CRM
TXN5582,CRM1582,ACC1582,Invoice,35885,INR,2025-03-19 00:00:00,CRM
TXN5432,CRM1432,ACC1432,Refund,11003,INR,2024-07-10 00:00:00,CRM
TXN5944,CRM1944,ACC1944,Order,30175,INR,2025-08-03 00:00:00,CRM
TXN5615,CRM1615,ACC1615,Payment,17958,INR,2024-05-15 00:00:00,CRM
TXN5501,CRM1501,ACC1501,Payment,44410,INR,2025-01-03 00:00:00,CRM
TXN5048,CRM1048,ACC1048,Invoice,42780,INR,2024-01-08 00:00:00,CRM
TXN5694,CRM1694,ACC1694,Credit,22343,INR,2026-02-23 00:00:00,CRM
TXN5655,CRM1655,ACC1655,Payment,46317,INR,2024-10-27 00:00:00,CRM
TXN5049,CRM1049,ACC1049,Payment,41398,INR,2024-04-04 00:00:00,CRM
TXN5798,CRM1798,ACC1798,Credit,901,INR,2024-07-04 00:00:00,CRM
TXN5662,CRM1662,ACC1662,Order,27593,INR,2026-01-20 00:00:00,CRM
TXN5254,CRM1254,ACC1254,Payment,16837,INR,2025-11-14 00:00:00,CRM
TXN5924,CRM1924,ACC1924,Payment,8788,INR,2024-03-21 00:00:00,CRM
TXN5625,CRM1625,ACC1625,Payment,27370,INR,2024-10-08 00:00:00,CRM
TXN5463,CRM1463,ACC1463,Invoice,24649,INR,2024-09-28 00:00:00,CRM
TXN5506,CRM1506,ACC1506,Credit,14750,INR,2025-04-06 00:00:00,CRM
TXN5137,CRM1137,ACC1137,Refund,3673,INR,2025-10-10 00:00:00,CRM
TXN5101,CRM1101,ACC1101,Invoice,44194,INR,2025-09-02 00:00:00,CRM
TXN5162,CRM1162,ACC1162,Invoice,22595,INR,2024-01-09 00:00:00,CRM
TXN5875,CRM1875,ACC1875,Payment,24202,INR,2024-03-02 00:00:00,CRM
TXN5011,CRM1011,ACC1011,Payment,33937,INR,2024-12-11 00:00:00,CRM
TXN5557,CRM1557,ACC1557,Invoice,48559,INR,2026-03-02 00:00:00,CRM
TXN5404,CRM1404,ACC1404,Credit,17533,INR,2024-12-01 00:00:00,CRM
TXN5316,CRM1316,ACC1316,Credit,23741,INR,2024-08-22 00:00:00,CRM
TXN5578,CRM1578,ACC1578,Credit,48053,INR,2025-08-04 00:00:00,CRM
TXN5723,CRM1723,ACC1723,Invoice,30888,INR,2025-09-01 00:00:00,CRM
TXN5087,CRM1087,ACC1087,Payment,36934,INR,2024-11-11 00:00:00,CRM
TXN5817,CRM1817,ACC1817,Payment,15988,INR,2025-05-05 00:00:00,CRM
TXN5121,CRM1121,ACC1121,Refund,42797,INR,2024-03-24 00:00:00,CRM
TXN5859,CRM1859,ACC1859,Order,31280,INR,2024-11-01 00:00:00,CRM
TXN5182,CRM1182,ACC1182,Order,24212,INR,2025-09-20 00:00:00,CRM
TXN5138,CRM1138,ACC1138,Invoice,48456,INR,2024-06-04 00:00:00,CRM
TXN5477,CRM1477,ACC1477,Refund,45206,INR,2025-09-27 00:00:00,CRM
TXN5409,CRM1409,ACC1409,Payment,35257,INR,2025-08-17 00:00:00,CRM
TXN5639,CRM1639,ACC1639,Payment,37361,INR,2025-10-18 00:00:00,CRM
TXN5426,CRM1426,ACC1426,Invoice,42019,INR,2024-07-07 00:00:00,CRM
TXN5013,CRM1013,ACC1013,Payment,48530,INR,2025-08-25 00:00:00,CRM
TXN5789,CRM1789,ACC1789,Invoice,16246,INR,2025-03-05 00:00:00,CRM
TXN5611,CRM1611,ACC1611,Invoice,9734,INR,2025-09-09 00:00:00,CRM
TXN5833,CRM1833,ACC1833,Refund,18768,INR,2025-11-01 00:00:00,CRM
TXN5854,CRM1854,ACC1854,Refund,38809,INR,2024-04-08 00:00:00,CRM
TXN5797,CRM1797,ACC1797,Payment,11123,INR,2024-08-19 00:00:00,CRM
TXN5945,CRM1945,ACC1945,Refund,14918,INR,2025-11-04 00:00:00,CRM
TXN5180,CRM1180,ACC1180,Invoice,2180,INR,2024-05-24 00:00:00,CRM
TXN5640,CRM1640,ACC1640,Order,6494,INR,2024-04-28 00:00:00,CRM
TXN5888,CRM1888,ACC1888,Payment,10124,INR,2024-09-18 00:00:00,CRM
TXN5610,CRM1610,ACC1610,Refund,17950,INR,2024-06-30 00:00:00,CRM
TXN5224,CRM1224,ACC1224,Credit,18558,INR,2025-05-18 00:00:00,CRM
TXN5122,CRM1122,ACC1122,Credit,38107,INR,2024-11-24 00:00:00,CRM
TXN5027,CRM1027,ACC1027,Invoice,865,INR,2024-11-27 00:00:00,CRM
TXN5325,CRM1325,ACC1325,Payment,7512,INR,2026-03-08 00:00:00,CRM
TXN5674,CRM1674,ACC1674,Credit,16356,INR,2024-12-11 00:00:00,CRM
TXN5932,CRM1932,ACC1932,Refund,26522,INR,2024-11-05 00:00:00,CRM
TXN5374,CRM1374,ACC1374,Order,36328,INR,2025-07-08 00:00:00,CRM
TXN5106,CRM1106,ACC1106,Invoice,10280,INR,2024-01-29 00:00:00,CRM
TXN5529,CRM1529,ACC1529,Order,10392,INR,2024-04-25 00:00:00,CRM
TXN5369,CRM1369,ACC1369,Order,31304,INR,2026-02-12 00:00:00,CRM
TXN5096,CRM1096,ACC1096,Order,12326,INR,2025-04-02 00:00:00,CRM
TXN5749,CRM1749,ACC1749,Credit,25853,INR,2026-01-04 00:00:00,CRM
TXN5470,CRM1470,ACC1470,Refund,17176,INR,2024-11-08 00:00:00,CRM
TXN5933,CRM1933,ACC1933,Refund,12409,INR,2024-04-25 00:00:00,CRM
TXN5451,CRM1451,ACC1451,Refund,1392,INR,2024-10-06 00:00:00,CRM
TXN5907,CRM1907,ACC1907,Invoice,15239,INR,2024-09-08 00:00:00,CRM
TXN5042,CRM1042,ACC1042,Invoice,24671,INR,2024-10-21 00:00:00,CRM
TXN5861,CRM1861,ACC1861,Invoice,38644,INR,2026-02-06 00:00:00,CRM
TXN5678,CRM1678,ACC1678,Refund,29847,INR,2024-07-17 00:00:00,CRM
TXN5925,CRM1925,ACC1925,Invoice,22995,INR,2024-10-19 00:00:00,CRM
TXN5272,CRM1272,ACC1272,Invoice,14323,INR,2026-01-24 00:00:00,CRM
TXN5900,CRM1900,ACC1900,Order,43623,INR,2025-09-07 00:00:00,CRM
TXN5464,CRM1464,ACC1464,Credit,11957,INR,2024-11-13 00:00:00,CRM
TXN5519,CRM1519,ACC1519,Payment,29952,INR,2025-11-28 00:00:00,CRM
TXN5262,CRM1262,ACC1262,Invoice,30859,INR,2025-08-27 00:00:00,CRM
TXN5946,CRM1946,ACC1946,Refund,15311,INR,2024-04-16 00:00:00,CRM
TXN5448,CRM1448,ACC1448,Refund,37123,INR,2024-05-10 00:00:00,CRM
TXN5303,CRM1303,ACC1303,Refund,21484,INR,2025-04-29 00:00:00,CRM
TXN5261,CRM1261,ACC1261,Invoice,42969,INR,2024-03-07 00:00:00,CRM
TXN5568,CRM1568,ACC1568,Invoice,18993,INR,2024-01-02 00:00:00,CRM
TXN5320,CRM1320,ACC1320,Order,32898,INR,2025-07-19 00:00:00,CRM
TXN5540,CRM1540,ACC1540,Refund,25364,INR,2024-04-27 00:00:00,CRM
TXN5382,CRM1382,ACC1382,Refund,40900,INR,2025-11-10 00:00:00,CRM
TXN5428,CRM1428,ACC1428,Payment,4051,INR,2024-04-21 00:00:00,CRM
TXN5595,CRM1595,ACC1595,Credit,38334,INR,2025-07-26 00:00:00,CRM
TXN5061,CRM1061,ACC1061,Credit,41639,INR,2024-09-29 00:00:00,CRM
TXN5352,CRM1352,ACC1352,Invoice,23945,INR,2025-11-08 00:00:00,CRM
TXN5649,CRM1649,ACC1649,Order,30802,INR,2024-03-13 00:00:00,CRM
TXN5778,CRM1778,ACC1778,Order,25667,INR,2025-02-06 00:00:00,CRM
TXN5706,CRM1706,ACC1706,Order,27115,INR,2026-01-04 00:00:00,CRM
TXN5198,CRM1198,ACC1198,Refund,24654,INR,2025-03-09 00:00:00,CRM
TXN5767,CRM1767,ACC1767,Order,41639,INR,2024-07-10 00:00:00,CRM
TXN5612,CRM1612,ACC1612,Refund,22406,INR,2025-06-08 00:00:00,CRM
TXN5793,CRM1793,ACC1793,Order,17266,INR,2025-04-18 00:00:00,CRM
TXN5060,CRM1060,ACC1060,Payment,49444,INR,2025-01-06 00:00:00,CRM
TXN5562,CRM1562,ACC1562,Order,22219,INR,2024-01-21 00:00:00,CRM
TXN5021,CRM1021,ACC1021,Order,10719,INR,2026-03-31 00:00:00,CRM
TXN5514,CRM1514,ACC1514,Refund,38925,INR,2025-06-24 00:00:00,CRM
TXN5444,CRM1444,ACC1444,Order,901,INR,2026-02-17 00:00:00,CRM
TXN5095,CRM1095,ACC1095,Refund,40556,INR,2026-01-02 00:00:00,CRM
TXN5906,CRM1906,ACC1906,Order,24399,INR,2025-06-28 00:00:00,CRM
TXN5072,CRM1072,ACC1072,Refund,45554,INR,2024-08-08 00:00:00,CRM
TXN5045,CRM1045,ACC1045,Credit,7437,INR,2026-01-24 00:00:00,CRM
TXN5318,CRM1318,ACC1318,Order,38574,INR,2025-03-09 00:00:00,CRM
TXN5872,CRM1872,ACC1872,Order,25611,INR,2024-08-27 00:00:00,CRM
TXN5064,CRM1064,ACC1064,Payment,9835,INR,2025-09-25 00:00:00,CRM
TXN5340,CRM1340,ACC1340,Invoice,522,INR,2025-05-29 00:00:00,CRM
TXN5908,CRM1908,ACC1908,Payment,13758,INR,2024-02-05 00:00:00,CRM
TXN5620,CRM1620,ACC1620,Credit,9775,INR,2024-05-09 00:00:00,CRM
TXN5440,CRM1440,ACC1440,Payment,46974,INR,2024-04-12 00:00:00,CRM
TXN5334,CRM1334,ACC1334,Order,29594,INR,2024-01-12 00:00:00,CRM
TXN5845,CRM1845,ACC1845,Order,16471,INR,2025-01-16 00:00:00,CRM
TXN5126,CRM1126,ACC1126,Invoice,42633,INR,2025-08-14 00:00:00,CRM
TXN5948,CRM1948,ACC1948,Order,32985,INR,2025-06-27 00:00:00,CRM
TXN5037,CRM1037,ACC1037,Invoice,28226,INR,2025-04-04 00:00:00,CRM
TXN5248,CRM1248,ACC1248,Refund,8647,INR,2024-09-15 00:00:00,CRM
TXN5220,CRM1220,ACC1220,Refund,30185,INR,2024-04-14 00:00:00,CRM
TXN5255,CRM1255,ACC1255,Order,21253,INR,2026-03-14 00:00:00,CRM
TXN5003,CRM1003,ACC1003,Credit,23327,INR,2025-02-15 00:00:00,CRM
TXN5330,CRM1330,ACC1330,Refund,36334,INR,2024-09-11 00:00:00,CRM
TXN5500,CRM1500,ACC1500,Invoice,18774,INR,2024-09-17 00:00:00,CRM
TXN5751,CRM1751,ACC1751,Order,46077,INR,2024-09-04 00:00:00,CRM
TXN5666,CRM1666,ACC1666,Order,14473,INR,2026-02-28 00:00:00,CRM
TXN5728,CRM1728,ACC1728,Refund,19364,INR,2025-11-24 00:00:00,CRM
TXN5110,CRM1110,ACC1110,Invoice,2967,INR,2024-02-15 00:00:00,CRM
TXN5324,CRM1324,ACC1324,Payment,47873,INR,2025-01-21 00:00:00,CRM
TXN5172,CRM1172,ACC1172,Refund,1619,INR,2026-03-05 00:00:00,CRM
TXN5885,CRM1885,ACC1885,Refund,12936,INR,2024-05-12 00:00:00,CRM
TXN5178,CRM1178,ACC1178,Invoice,14394,INR,2024-01-28 00:00:00,CRM
TXN5397,CRM1397,ACC1397,Refund,5651,INR,2025-03-08 00:00:00,CRM
TXN5707,CRM1707,ACC1707,Credit,24810,INR,2024-08-27 00:00:00,CRM
TXN5684,CRM1684,ACC1684,Payment,27100,INR,2024-05-21 00:00:00,CRM
TXN5240,CRM1240,ACC1240,Invoice,9558,INR,2025-12-17 00:00:00,CRM
TXN5880,CRM1880,ACC1880,Payment,40126,INR,2026-02-27 00:00:00,CRM
TXN5130,CRM1130,ACC1130,Refund,18665,INR,2025-10-31 00:00:00,CRM
TXN5349,CRM1349,ACC1349,Credit,4655,INR,2024-04-01 00:00:00,CRM
TXN5537,CRM1537,ACC1537,Invoice,15574,INR,2024-06-28 00:00:00,CRM
TXN5012,CRM1012,ACC1012,Payment,35977,INR,2025-10-09 00:00:00,CRM
TXN5771,CRM1771,ACC1771,Order,5070,INR,2024-01-16 00:00:00,CRM
TXN5566,CRM1566,ACC1566,Refund,24811,INR,2024-11-02 00:00:00,CRM
TXN5345,CRM1345,ACC1345,Payment,26399,INR,2025-05-06 00:00:00,CRM
TXN5111,CRM1111,ACC1111,Payment,36820,INR,2025-05-15 00:00:00,CRM
TXN5265,CRM1265,ACC1265,Credit,49645,INR,2024-10-26 00:00:00,CRM
TXN5647,CRM1647,ACC1647,Refund,3989,INR,2025-08-06 00:00:00,CRM
TXN5539,CRM1539,ACC1539,Credit,25792,INR,2025-04-17 00:00:00,CRM
TXN5276,CRM1276,ACC1276,Refund,1460,INR,2024-03-09 00:00:00,CRM
TXN5479,CRM1479,ACC1479,Refund,14018,INR,2024-09-05 00:00:00,CRM
TXN5517,CRM1517,ACC1517,Payment,32038,INR,2025-08-15 00:00:00,CRM
TXN5443,CRM1443,ACC1443,Credit,42404,INR,2025-02-01 00:00:00,CRM
TXN5120,CRM1120,ACC1120,Payment,20298,INR,2024-08-29 00:00:00,CRM
TXN5308,CRM1308,ACC1308,Order,10843,INR,2025-06-07 00:00:00,CRM
TXN5267,CRM1267,ACC1267,Order,10228,INR,2024-08-09 00:00:00,CRM
TXN5909,CRM1909,ACC1909,Invoice,5582,INR,2024-03-21 00:00:00,CRM
TXN5893,CRM1893,ACC1893,Order,45010,INR,2025-06-11 00:00:00,CRM
TXN5858,CRM1858,ACC1858,Credit,6375,INR,2025-03-01 00:00:00,CRM
TXN5794,CRM1794,ACC1794,Refund,2116,INR,2025-12-12 00:00:00,CRM
TXN5732,CRM1732,ACC1732,Payment,23320,INR,2024-05-09 00:00:00,CRM
TXN5230,CRM1230,ACC1230,Payment,29782,INR,2025-03-12 00:00:00,CRM
TXN5093,CRM1093,ACC1093,Order,37923,INR,2024-12-06 00:00:00,CRM
TXN5917,CRM1917,ACC1917,Payment,47800,INR,2026-03-01 00:00:00,CRM
TXN5379,CRM1379,ACC1379,Order,15342,INR,2024-11-30 00:00:00,CRM
TXN5697,CRM1697,ACC1697,Payment,48381,INR,2024-01-29 00:00:00,CRM
TXN5934,CRM1934,ACC1934,Invoice,1387,INR,2025-04-09 00:00:00,CRM
TXN5287,CRM1287,ACC1287,Credit,33560,INR,2026-03-09 00:00:00,CRM
TXN5083,CRM1083,ACC1083,Credit,9928,INR,2024-08-30 00:00:00,CRM
TXN5084,CRM1084,ACC1084,Invoice,21805,INR,2025-10-30 00:00:00,CRM
TXN5784,CRM1784,ACC1784,Credit,30066,INR,2024-11-27 00:00:00,CRM
TXN5786,CRM1786,ACC1786,Invoice,39390,INR,2026-01-24 00:00:00,CRM
TXN5713,CRM1713,ACC1713,Order,1193,INR,2024-06-10 00:00:00,CRM
TXN5117,CRM1117,ACC1117,Payment,12601,INR,2024-08-30 00:00:00,CRM
TXN5896,CRM1896,ACC1896,Credit,45539,INR,2025-09-24 00:00:00,CRM
TXN5030,CRM1030,ACC1030,Refund,36908,INR,2026-01-25 00:00:00,CRM
TXN5164,CRM1164,ACC1164,Invoice,10338,INR,2025-09-02 00:00:00,CRM
TXN5453,CRM1453,ACC1453,Refund,17743,INR,2024-06-17 00:00:00,CRM
TXN5326,CRM1326,ACC1326,Refund,38578,INR,2026-03-28 00:00:00,CRM
TXN5412,CRM1412,ACC1412,Payment,49033,INR,2025-07-24 00:00:00,CRM
TXN5523,CRM1523,ACC1523,Refund,47061,INR,2024-09-15 00:00:00,CRM
TXN5821,CRM1821,ACC1821,Credit,38634,INR,2025-05-06 00:00:00,CRM
TXN5614,CRM1614,ACC1614,Order,46842,INR,2024-09-27 00:00:00,CRM
TXN5422,CRM1422,ACC1422,Invoice,33688,INR,2025-09-15 00:00:00,CRM
TXN5425,CRM1425,ACC1425,Refund,25486,INR,2026-03-13 00:00:00,CRM
TXN5225,CRM1225,ACC1225,Payment,13574,INR,2026-03-31 00:00:00,CRM
TXN5667,CRM1667,ACC1667,Order,2827,INR,2024-09-21 00:00:00,CRM
TXN5046,CRM1046,ACC1046,Invoice,12979,INR,2024-03-05 00:00:00,CRM
TXN5079,CRM1079,ACC1079,Refund,11719,INR,2024-04-13 00:00:00,CRM
TXN5494,CRM1494,ACC1494,Payment,15541,INR,2024-11-08 00:00:00,CRM
